,open,close,high,low,total_turnover,volume
2013-10-28,2372.571,2365.954,2377.249,2351.862,56602098405.0,6287615200.0
2013-10-29,2369.216,2372.053,2408.616,2327.904,91741559592.0,10673783300.0
2013-10-30,2371.853,2407.471,2407.851,2365.506,75735067216.0,9217812600.0
2013-10-31,2398.395,2373.718,2398.395,2370.226,70393879838.0,8273696400.0
2013-11-01,2373.962,2384.96,2395.005,2365.146,57820026665.0,6305576200.0
2013-11-04,2397.21,2380.454,2404.896,2376.355,48959462043.0,5179846100.0
2013-11-05,2366.884,2383.769,2385.688,2343.801,56935549943.0,6208448800.0
2013-11-06,2371.324,2353.568,2383.54,2352.787,59536872794.0,6377666300.0
2013-11-07,2351.871,2340.552,2356.672,2328.253,50942569626.0,5482174700.0
2013-11-08,2329.084,2307.945,2342.672,2306.041,48564999878.0,5378850800.0
2013-11-11,2305.94,2315.889,2325.228,2295.003,42566548184.0,4573945700.0
2013-11-12,2319.362,2340.0,2342.529,2316.603,49854763423.0,5268754500.0
2013-11-13,2325.36,2288.116,2325.563,2287.547,53183050105.0,5984883100.0
2013-11-14,2291.269,2304.501,2305.696,2279.006,51945077793.0,5731035600.0
2013-11-15,2306.549,2350.734,2377.211,2306.549,83147858433.0,8639177100.0
2013-11-18,2367.883,2428.903,2429.566,2361.038,108549512988.0,11003463300.0
2013-11-19,2427.928,2412.163,2427.928,2405.076,79884936328.0,7864829600.0
2013-11-20,2428.767,2424.85,2435.427,2406.417,67741428196.0,7229180100.0
2013-11-21,2412.451,2409.989,2415.383,2382.878,82220527035.0,8770667700.0
2013-11-22,2415.29,2397.962,2418.999,2393.581,70052206585.0,7500067500.0
2013-11-25,2385.784,2388.629,2418.853,2380.689,63811265014.0,6614473400.0
2013-11-26,2387.826,2387.416,2399.022,2380.412,53334204356.0,5918586400.0
2013-11-27,2386.362,2414.481,2422.806,2383.78,70744775407.0,7529408800.0
2013-11-28,2419.15,2439.53,2460.556,2417.235,86852445384.0,9066040600.0
2013-11-29,2442.676,2438.944,2446.395,2432.387,61907374173.0,6180374600.0
2013-12-02,2423.969,2418.788,2464.863,2397.007,112921841120.0,11965512300.0
2013-12-03,2410.693,2442.784,2448.333,2406.663,72045234174.0,7445575200.0
2013-12-04,2439.824,2475.135,2486.64,2434.694,94783931336.0,10265023500.0
2013-12-05,2476.453,2468.197,2481.747,2460.576,72999931131.0,7770893200.0
2013-12-06,2463.043,2452.287,2470.813,2445.623,64843207895.0,6611408900.0
2013-12-09,2460.028,2450.872,2468.948,2445.94,57634539131.0,5716488400.0
2013-12-10,2456.23,2453.322,2466.66,2444.526,61236728790.0,6694142400.0
2013-12-11,2440.503,2412.763,2440.503,2400.742,62808851026.0,6807514400.0
2013-12-12,2406.766,2410.015,2423.309,2402.769,47481447335.0,5014771900.0
2013-12-13,2388.659,2406.639,2416.26,2386.246,47583527668.0,5150119600.0
2013-12-16,2408.678,2367.923,2412.734,2367.43,62107893611.0,6458167400.0
2013-12-17,2369.255,2356.376,2373.286,2351.183,46306075570.0,4848389100.0
2013-12-18,2356.703,2357.226,2368.583,2350.451,39675269794.0,4001520700.0
2013-12-19,2366.205,2332.41,2370.991,2331.194,45148866928.0,4809568000.0
2013-12-20,2335.052,2278.136,2338.875,2278.096,60862129503.0,6520420700.0
2013-12-23,2283.8,2284.602,2295.765,2259.575,44415342954.0,4558028500.0
2013-12-24,2291.125,2288.248,2312.832,2270.245,45173191422.0,4559916800.0
2013-12-25,2291.748,2305.11,2305.609,2281.6,41202984186.0,4400532600.0
2013-12-26,2299.972,2265.334,2301.493,2263.922,48603013700.0,5149756300.0
2013-12-27,2268.535,2303.478,2315.182,2264.386,51197946376.0,5338915700.0
2013-12-30,2313.38,2299.458,2316.621,2295.641,46156442661.0,4841430800.0
2013-12-31,2289.01,2330.026,2333.074,2287.117,57026486218.0,5663107000.0
2014-01-02,2323.433,2321.978,2325.991,2310.653,49012211124.0,4519429100.0
2014-01-03,2311.968,2290.779,2314.836,2280.887,57739709924.0,5978264500.0
2014-01-06,2286.371,2238.637,2286.371,2229.334,59979360128.0,6630040300.0
2014-01-07,2222.306,2238.001,2246.791,2218.647,42565648108.0,4375310300.0
2014-01-08,2240.635,2241.911,2262.584,2228.418,50691488898.0,5134885400.0
2014-01-09,2236.967,2222.221,2258.894,2220.802,54399491333.0,5598704100.0
2014-01-10,2216.521,2204.851,2224.494,2200.215,47572309533.0,5416929300.0
2014-01-13,2206.996,2193.679,2222.072,2183.597,46123003754.0,5012277200.0
2014-01-14,2192.844,2212.846,2214.124,2179.908,46785099888.0,5404994700.0
2014-01-15,2210.024,2208.941,2215.903,2193.802,45755914348.0,4896239500.0
2014-01-16,2209.448,2211.844,2227.262,2201.56,49842784005.0,5229890200.0
2014-01-17,2203.821,2178.488,2205.972,2175.876,46268159163.0,5027315500.0
2014-01-20,2173.651,2165.993,2182.463,2156.458,39157227541.0,4056015400.0
2014-01-21,2168.42,2187.41,2197.923,2168.42,38590992772.0,4030624700.0
2014-01-22,2190.432,2243.796,2244.133,2187.534,64803357078.0,7064137500.0
2014-01-23,2242.245,2231.889,2248.924,2228.057,55726417393.0,5634595100.0
2014-01-24,2225.758,2245.678,2257.355,2222.893,59563444873.0,6116767000.0
2014-01-27,2233.015,2215.919,2233.231,2211.799,63503992484.0,7034424600.0
2014-01-28,2220.785,2219.855,2233.257,2205.972,49408754555.0,5326913000.0
2014-01-29,2225.711,2227.781,2233.057,2219.928,48788682770.0,5022271700.0
2014-01-30,2223.163,2202.45,2223.163,2200.224,43475960839.0,4363230400.0
2014-02-07,2187.343,2212.483,2212.498,2177.117,49597106433.0,5045931500.0
2014-02-10,2221.54,2267.534,2270.194,2221.54,81103244127.0,8306571600.0
2014-02-11,2267.735,2285.562,2296.516,2262.599,92688969126.0,9922982900.0
2014-02-12,2286.187,2291.246,2294.317,2276.444,73487379679.0,7659216100.0
2014-02-13,2288.451,2279.554,2307.474,2278.261,87352124305.0,9621778900.0
2014-02-14,2278.4,2295.575,2295.852,2274.429,64613327719.0,6708299700.0
2014-02-17,2308.791,2311.647,2315.579,2293.552,86871352624.0,8783166600.0
2014-02-18,2310.309,2282.442,2310.309,2276.108,88107267954.0,8704974300.0
2014-02-19,2280.927,2308.656,2317.42,2274.152,88341900374.0,9935256100.0
2014-02-20,2314.088,2287.436,2331.698,2286.203,91771595713.0,10643953300.0
2014-02-21,2284.03,2264.294,2287.869,2250.652,69908188663.0,7636899300.0
2014-02-24,2246.715,2214.509,2246.715,2194.164,79599146389.0,8921593900.0
2014-02-25,2216.515,2157.909,2225.209,2150.095,88306571728.0,9323755100.0
2014-02-26,2147.737,2163.405,2164.698,2137.079,68640581126.0,7799329700.0
2014-02-27,2170.81,2154.108,2180.063,2150.135,81587999653.0,9010429600.0
2014-02-28,2149.446,2178.971,2180.474,2133.548,70216798972.0,7666805700.0
2014-03-03,2173.907,2190.37,2194.224,2167.91,69408739897.0,8207231400.0
2014-03-04,2183.858,2184.273,2188.601,2161.589,64691438035.0,7306925000.0
2014-03-05,2187.352,2163.976,2189.093,2159.595,55669679402.0,6133201500.0
2014-03-06,2159.397,2173.634,2181.427,2136.454,61495023657.0,6909376700.0
2014-03-07,2170.043,2168.358,2189.39,2161.436,58693177974.0,6426517700.0
2014-03-10,2149.676,2097.787,2149.676,2095.067,63086412572.0,7141640700.0
2014-03-11,2092.608,2108.661,2118.79,2088.729,53075782462.0,5762124300.0
2014-03-12,2102.801,2114.134,2130.586,2090.757,60115239174.0,7006974700.0
2014-03-13,2119.547,2140.333,2149.436,2115.986,59163094375.0,6922602800.0
2014-03-14,2129.87,2122.836,2140.384,2109.575,49805247510.0,5861773700.0
2014-03-17,2132.793,2143.038,2143.196,2118.953,47571288733.0,5240944500.0
2014-03-18,2146.124,2138.133,2152.462,2134.923,54188441365.0,5535413200.0
2014-03-19,2131.283,2120.87,2131.283,2101.285,55283943974.0,5930390500.0
2014-03-20,2116.185,2086.967,2134.792,2086.497,58951601970.0,6763128500.0
2014-03-21,2079.871,2158.798,2163.225,2077.759,83560511769.0,10402480700.0
2014-03-24,2161.898,2176.554,2186.731,2150.871,81203913733.0,10449198400.0
2014-03-25,2170.78,2174.44,2191.491,2164.669,67548473561.0,8687751000.0
2014-03-26,2181.231,2171.047,2186.078,2165.217,50116023097.0,5827617600.0
2014-03-27,2168.344,2155.707,2186.893,2146.916,62175860350.0,7127513200.0
2014-03-28,2154.515,2151.965,2172.668,2144.584,60123341093.0,7008607300.0
2014-03-31,2156.054,2146.305,2165.254,2134.422,48105020054.0,5545748800.0
2014-04-01,2143.717,2163.115,2170.095,2141.151,43659064291.0,4886640300.0
2014-04-02,2166.067,2180.727,2182.683,2164.008,56777151867.0,6503925700.0
2014-04-03,2188.642,2165.008,2196.138,2160.747,57708859685.0,7153603200.0
2014-04-04,2157.982,2185.472,2186.154,2155.277,43912624261.0,4794588800.0
2014-04-08,2179.92,2237.316,2243.97,2178.905,85692893370.0,9721911700.0
2014-04-09,2239.791,2238.62,2246.793,2228.994,61178630422.0,6635726800.0
2014-04-10,2241.452,2273.761,2290.742,2229.515,101616815025.0,11454540500.0
2014-04-11,2269.565,2270.666,2281.105,2261.133,86154853765.0,9061589700.0
2014-04-14,2267.943,2268.613,2275.83,2255.456,60254151500.0,6226499800.0
2014-04-15,2261.411,2229.463,2261.474,2225.685,62599115638.0,6821813000.0
2014-04-16,2223.468,2232.526,2245.315,2221.153,47770218198.0,5167801000.0
2014-04-17,2238.779,2224.803,2241.622,2221.954,45096433749.0,4833362800.0
2014-04-18,2215.879,2224.479,2228.77,2203.047,45709617096.0,5075799500.0
2014-04-21,2209.942,2187.248,2231.707,2186.755,51856112765.0,5627828000.0
2014-04-22,2184.017,2196.795,2196.849,2165.075,52351993061.0,5709469400.0
2014-04-23,2191.231,2194.668,2205.594,2187.388,45191150830.0,4776353100.0
2014-04-24,2192.769,2190.474,2209.454,2186.763,41927012945.0,4505891100.0
2014-04-25,2195.815,2167.826,2201.712,2167.64,52092022381.0,6024538300.0
2014-04-28,2165.773,2134.969,2171.385,2132.695,49998809829.0,6048518700.0
2014-04-29,2134.413,2158.47,2159.379,2131.783,41550353157.0,4820493100.0
2014-04-30,2158.762,2158.659,2164.175,2153.124,39493022295.0,4533462400.0
2014-05-05,2152.59,2156.47,2161.703,2131.232,41470449799.0,4934407300.0
2014-05-06,2151.388,2157.328,2173.618,2150.112,41486451628.0,4808651900.0
2014-05-07,2151.472,2137.316,2153.723,2136.99,37751019661.0,4460747000.0
2014-05-08,2132.036,2135.496,2168.206,2128.318,40729772017.0,4833245200.0
2014-05-09,2138.84,2133.911,2141.559,2120.595,40242745273.0,4918113500.0
2014-05-12,2150.313,2180.054,2184.332,2139.483,66275508636.0,8347256000.0
2014-05-13,2180.059,2174.852,2185.046,2167.767,50241276089.0,6491251800.0
2014-05-14,2175.094,2172.372,2184.221,2168.997,39214123931.0,4851420600.0
2014-05-15,2169.278,2144.084,2171.453,2142.338,38938529216.0,4673403200.0
2014-05-16,2143.926,2145.952,2150.5,2132.186,34987586802.0,4225319700.0
2014-05-19,2139.362,2115.143,2139.362,2105.713,37135950607.0,4289360700.0
2014-05-20,2124.708,2115.771,2131.567,2110.72,31576339037.0,3729968300.0
2014-05-21,2106.762,2135.905,2136.1,2096.514,32246807970.0,3894604200.0
2014-05-22,2134.087,2130.868,2160.909,2128.858,39227549718.0,4625273600.0
2014-05-23,2130.775,2148.414,2148.583,2128.663,32420020159.0,3762310500.0
2014-05-26,2161.892,2155.976,2165.421,2147.445,37788482728.0,3955065600.0
2014-05-27,2154.395,2147.28,2160.027,2145.752,32374256462.0,3589717100.0
2014-05-28,2147.467,2169.352,2171.172,2142.007,45627619375.0,5005626000.0
2014-05-29,2171.26,2155.164,2178.092,2154.925,41076912680.0,4489155600.0
2014-05-30,2156.381,2156.464,2166.907,2146.218,39769199791.0,4392386300.0
2014-06-03,2157.64,2149.918,2168.995,2149.291,37906226058.0,4198295400.0
2014-06-04,2149.407,2128.274,2149.452,2117.313,35607022812.0,4181724900.0
2014-06-05,2126.607,2150.602,2150.93,2123.524,33050774675.0,3647742400.0
2014-06-06,2149.214,2134.716,2149.783,2123.98,32415599488.0,3573805800.0
2014-06-09,2128.225,2134.281,2153.903,2126.665,35326732064.0,3931106000.0
2014-06-10,2138.671,2161.268,2161.526,2132.447,44416141206.0,5050790200.0
2014-06-11,2156.151,2160.766,2163.61,2152.08,37311080748.0,4256371800.0
2014-06-12,2156.761,2153.41,2160.988,2148.413,37252041741.0,4302584300.0
2014-06-13,2150.987,2176.242,2183.645,2150.569,51765511450.0,5925287600.0
2014-06-16,2176.438,2191.855,2196.343,2174.277,56904298384.0,6329687500.0
2014-06-17,2185.681,2169.674,2185.681,2168.445,46244977817.0,4993366500.0
2014-06-18,2169.252,2160.239,2172.549,2158.497,42538095511.0,4946389700.0
2014-06-19,2161.426,2126.907,2166.407,2119.498,46029744918.0,5316264500.0
2014-06-20,2124.963,2136.729,2137.034,2120.807,35425712925.0,4239371900.0
2014-06-23,2137.926,2134.11,2147.227,2132.454,37112428752.0,4117925800.0
2014-06-24,2131.686,2144.821,2145.213,2130.292,38778505304.0,4016435600.0
2014-06-25,2141.726,2133.371,2141.726,2126.035,33809315524.0,3766610000.0
2014-06-26,2135.156,2149.076,2151.114,2134.891,40601836632.0,4435116600.0
2014-06-27,2146.374,2150.258,2159.526,2138.927,45525673947.0,5272289600.0
2014-06-30,2152.306,2165.118,2168.221,2152.306,50277570814.0,5430418800.0
2014-07-01,2169.199,2164.559,2171.15,2157.133,49936284309.0,5332310000.0
2014-07-02,2163.998,2170.867,2171.51,2155.609,53273658927.0,5968550100.0
2014-07-03,2169.003,2180.192,2184.964,2164.843,56024939299.0,6369069000.0
2014-07-04,2180.445,2178.695,2183.798,2174.073,47990033413.0,5285110600.0
2014-07-07,2178.546,2176.289,2186.202,2171.083,47663876919.0,5024233400.0
2014-07-08,2174.828,2180.473,2180.778,2163.359,46017266874.0,5074359900.0
2014-07-09,2178.135,2148.71,2178.51,2148.26,58980248398.0,6202204600.0
2014-07-10,2146.601,2142.847,2151.774,2139.522,50931668887.0,5573249700.0
2014-07-11,2136.317,2148.009,2154.735,2134.795,51551825645.0,6137427400.0
2014-07-14,2149.542,2171.758,2171.902,2145.278,60467088864.0,6615886300.0
2014-07-15,2170.089,2174.976,2176.272,2165.206,64304875149.0,7181569400.0
2014-07-16,2172.824,2170.868,2183.248,2166.774,61126054498.0,8156023000.0
2014-07-17,2166.831,2157.068,2166.932,2147.084,46354646289.0,5945356800.0
2014-07-18,2147.663,2164.144,2176.325,2145.446,53758919136.0,6547329500.0
2014-07-21,2164.223,2166.295,2171.94,2158.955,47731629577.0,5417226000.0
2014-07-22,2162.436,2192.698,2197.592,2162.236,66806114430.0,7854258300.0
2014-07-23,2191.394,2197.833,2210.282,2190.555,69177998063.0,8421387200.0
2014-07-24,2199.833,2237.015,2239.815,2199.833,99964367602.0,11943553400.0
2014-07-25,2243.067,2260.454,2260.89,2239.066,81994560081.0,9897283800.0
2014-07-28,2272.383,2323.897,2331.472,2272.383,145277424291.0,17986933300.0
2014-07-29,2326.038,2331.369,2342.77,2316.217,112176546316.0,13426964100.0
2014-07-30,2324.69,2322.011,2339.038,2316.058,103362308865.0,12302283200.0
2014-07-31,2321.967,2350.251,2350.551,2316.585,93135566963.0,11098776900.0
2014-08-01,2341.227,2329.402,2371.5,2328.966,106125190266.0,12631739000.0
2014-08-04,2336.63,2375.62,2375.62,2332.138,101301888277.0,11671375400.0
2014-08-05,2376.797,2369.353,2380.774,2353.795,97906971246.0,11186178900.0
2014-08-06,2358.206,2363.221,2371.667,2334.334,96681298733.0,11634182900.0
2014-08-07,2363.608,2327.457,2369.204,2326.268,94254453994.0,11672921000.0
2014-08-08,2329.184,2331.134,2339.27,2319.288,72605666133.0,8673969400.0
2014-08-11,2338.008,2365.349,2367.004,2337.014,82973900360.0,9160117100.0
2014-08-12,2361.17,2357.052,2361.17,2344.716,82973769642.0,9182260800.0
2014-08-13,2358.459,2358.901,2370.513,2335.694,94185266458.0,11044778900.0
2014-08-14,2357.198,2335.945,2363.18,2334.08,84251435869.0,9796949300.0
2014-08-15,2337.985,2360.635,2366.902,2333.123,81888217001.0,9359254600.0
2014-08-18,2366.272,2374.562,2379.804,2361.197,90148909855.0,10450955400.0
2014-08-19,2378.886,2374.768,2379.474,2358.965,102742759960.0,11585002000.0
2014-08-20,2371.649,2366.14,2375.475,2360.837,91374802730.0,10128808800.0
2014-08-21,2365.731,2354.244,2367.46,2333.299,92192063269.0,10069021100.0
2014-08-22,2352.316,2365.364,2368.457,2350.986,85642463757.0,8982393800.0
2014-08-25,2367.019,2342.863,2367.606,2338.455,85182493960.0,9737371700.0
2014-08-26,2339.6,2324.092,2350.391,2317.184,83135033150.0,9384422200.0
2014-08-27,2323.79,2327.595,2336.737,2322.885,62448675179.0,6767622100.0
2014-08-28,2328.059,2311.278,2336.363,2309.639,66195966855.0,7049065500.0
2014-08-29,2317.304,2338.287,2338.774,2313.262,58359967752.0,6321142300.0
2014-09-01,2340.925,2355.317,2355.552,2338.53,73362240553.0,7732087000.0
2014-09-02,2359.862,2386.46,2387.655,2349.949,106925790139.0,11443673300.0
2014-09-03,2389.694,2408.838,2414.26,2389.679,123629189433.0,12973420400.0
2014-09-04,2411.934,2426.224,2427.297,2404.082,108294703239.0,11127229800.0
2014-09-05,2433.174,2449.259,2450.634,2427.987,123349320057.0,13355176400.0
2014-09-09,2452.227,2445.224,2454.893,2437.078,107795213548.0,11819434400.0
2014-09-10,2435.593,2432.433,2437.081,2422.646,97472682969.0,10917551700.0
2014-09-11,2430.678,2423.454,2461.473,2417.269,127203381658.0,13298258300.0
2014-09-12,2418.752,2438.358,2438.358,2412.622,96625765409.0,10916017000.0
2014-09-15,2433.001,2437.189,2439.254,2418.959,112507690398.0,12224715900.0
2014-09-16,2440.339,2388.765,2442.924,2386.98,147250169859.0,18674279100.0
2014-09-17,2395.361,2401.326,2405.371,2379.091,98039470145.0,12526902800.0
2014-09-18,2396.379,2408.664,2414.946,2389.622,92105332013.0,11592637600.0
2014-09-19,2409.313,2425.211,2430.149,2402.313,88221038707.0,10181357700.0
2014-09-22,2419.326,2378.92,2419.326,2374.108,88958056522.0,10224087000.0
2014-09-23,2379.521,2399.462,2402.482,2379.521,75463683722.0,8403334100.0
2014-09-24,2391.419,2441.864,2443.978,2387.07,120389934642.0,14271353000.0
2014-09-25,2453.423,2436.965,2462.668,2429.587,119612625726.0,13866189100.0
2014-09-26,2430.808,2437.201,2439.649,2420.499,87757377938.0,10029949400.0
2014-09-29,2443.91,2447.799,2453.665,2435.611,111463779824.0,12340172700.0
2014-09-30,2452.166,2450.988,2454.885,2444.204,101906558841.0,11580422900.0
2014-10-08,2460.87,2478.383,2478.383,2445.268,116500107810.0,12195360400.0
2014-10-09,2480.197,2481.955,2488.113,2461.112,120752628433.0,13792392000.0
2014-10-10,2472.096,2466.789,2482.136,2457.684,121924973049.0,14763430700.0
2014-10-13,2457.412,2454.946,2460.389,2430.546,112784478808.0,13159336200.0
2014-10-14,2451.094,2446.562,2467.904,2436.336,106356643094.0,12739370500.0
2014-10-15,2444.538,2463.874,2465.498,2431.188,114837290107.0,13580188200.0
2014-10-16,2448.968,2444.395,2480.3,2441.822,128340525473.0,15816660300.0
2014-10-17,2443.222,2441.732,2456.105,2410.401,112685625525.0,13275998800.0
2014-10-20,2448.453,2454.711,2456.621,2441.896,84843604900.0,9143540100.0
2014-10-21,2453.406,2433.391,2459.255,2432.552,86622201933.0,9624191200.0
2014-10-22,2434.886,2418.641,2447.467,2417.562,82251744245.0,8865619300.0
2014-10-23,2415.44,2395.936,2424.662,2392.532,86045452830.0,10349183900.0
2014-10-24,2397.848,2390.706,2404.993,2385.725,65601225156.0,7497486900.0
2014-10-27,2377.542,2368.832,2377.542,2361.68,65956480803.0,7386244700.0
2014-10-28,2373.155,2416.653,2416.766,2373.155,90529903107.0,10152305500.0
2014-10-29,2423.813,2451.384,2461.268,2415.703,134541723619.0,15858406200.0
2014-10-30,2450.361,2468.925,2474.376,2443.759,139157358014.0,18962635300.0
2014-10-31,2473.501,2508.325,2512.189,2466.504,181604617039.0,23917241200.0
2014-11-03,2515.824,2512.548,2524.172,2502.06,151406835108.0,20580122800.0
2014-11-04,2511.036,2513.172,2517.46,2498.605,155291882550.0,21824700500.0
2014-11-05,2516.87,2503.448,2519.399,2499.228,146130895120.0,19049186200.0
2014-11-06,2505.167,2506.067,2510.985,2482.983,118839203631.0,14965111700.0
2014-11-07,2508.765,2502.153,2541.549,2489.419,176868665325.0,20876091100.0
2014-11-10,2529.83,2565.73,2565.73,2514.71,187612569248.0,22659973500.0
2014-11-11,2578.438,2558.612,2602.373,2532.572,265840509803.0,32371165600.0
2014-11-12,2545.403,2594.318,2594.318,2539.601,157847382809.0,18468626100.0
2014-11-13,2597.389,2579.75,2607.519,2567.463,192985452900.0,21981561500.0
2014-11-14,2569.211,2581.093,2581.932,2557.666,145409933865.0,16504996500.0
2014-11-17,2613.513,2567.101,2614.086,2565.943,147724645089.0,15847809500.0
2014-11-18,2565.273,2541.416,2570.211,2534.927,124246649435.0,14294135600.0
2014-11-19,2538.233,2537.223,2550.5,2531.318,113031721938.0,12214697400.0
2014-11-20,2528.78,2537.099,2545.473,2522.836,98145538650.0,10614986400.0
2014-11-21,2537.538,2583.455,2585.362,2530.032,143750813260.0,15102813900.0
2014-11-24,2614.16,2649.258,2667.671,2602.944,264974912281.0,27983972000.0
2014-11-25,2650.085,2685.561,2686.063,2643.843,206879208489.0,22261169900.0
2014-11-26,2695.263,2723.018,2723.36,2690.31,239333899163.0,24396248500.0
2014-11-27,2737.03,2754.49,2754.49,2718.704,261164877169.0,26546473000.0
2014-11-28,2753.925,2808.819,2809.543,2740.374,330256023242.0,37532366200.0
2014-12-01,2825.611,2819.812,2855.332,2808.653,338833084229.0,36548741700.0
2014-12-02,2807.338,2923.94,2944.506,2804.293,341185189116.0,36146532200.0
2014-12-03,2936.124,2967.549,3028.225,2912.246,464857500377.0,46615668500.0
2014-12-04,2975.403,3104.351,3104.89,2968.876,433875560243.0,42681292800.0
2014-12-05,3143.968,3124.885,3195.798,3011.936,554362904944.0,52488126000.0
2014-12-08,3108.272,3252.881,3270.881,3075.7,515773683037.0,48446234400.0
2014-12-09,3233.097,3106.913,3387.827,3074.516,702150099247.0,63287456700.0
2014-12-10,3120.212,3221.546,3229.047,3058.191,477300103105.0,42501870800.0
2014-12-11,3185.161,3183.012,3254.424,3158.443,392944833604.0,36709169100.0
2014-12-12,3182.923,3193.227,3239.447,3167.928,337817436996.0,30106532500.0
2014-12-15,3176.829,3217.228,3226.221,3143.297,326668040798.0,29019383400.0
2014-12-16,3221.358,3303.402,3303.402,3207.688,425665729151.0,35812384700.0
2014-12-17,3325.82,3360.598,3368.194,3275.736,527748937956.0,44814077000.0
2014-12-18,3359.09,3345.927,3393.711,3322.229,416260448852.0,35597020700.0
2014-12-19,3345.629,3383.167,3397.183,3280.916,435516864940.0,41121159000.0
2014-12-22,3396.251,3394.481,3455.207,3357.661,537021101759.0,54980167100.0
2014-12-23,3358.798,3324.924,3431.779,3316.913,377227774057.0,36973609300.0
2014-12-24,3332.146,3230.385,3340.357,3188.495,339475799573.0,31744958700.0
2014-12-25,3254.48,3335.419,3335.779,3226.322,330128939928.0,30979954700.0
2014-12-26,3343.64,3445.839,3453.338,3335.012,438838427110.0,38461412400.0
2014-12-29,3502.183,3455.455,3524.28,3405.836,505004508391.0,42501503700.0
2014-12-30,3450.814,3457.554,3491.826,3422.174,394607772399.0,32823387300.0
2014-12-31,3462.389,3533.705,3542.34,3452.498,403710888146.0,34593476000.0
2015-01-05,3566.089,3641.541,3669.042,3551.51,519849817448.0,45119809800.0
2015-01-06,3608.428,3641.059,3683.226,3587.231,498529588258.0,42096218500.0
2015-01-07,3620.924,3643.79,3671.19,3601.698,398731720502.0,32019123200.0
2015-01-08,3650.073,3559.259,3659.945,3552.1,355831967325.0,29500304500.0
2015-01-09,3547.574,3546.723,3689.753,3536.395,430210592272.0,34998267200.0
2015-01-12,3531.515,3513.576,3560.527,3461.322,334257133083.0,26656717500.0
2015-01-13,3506.451,3514.04,3550.158,3494.768,250796676069.0,18715396500.0
2015-01-14,3522.907,3502.423,3547.242,3471.56,241285837533.0,19601251000.0
2015-01-15,3501.719,3604.121,3604.121,3482.27,303445351108.0,23781233800.0
2015-01-16,3616.248,3635.146,3662.158,3601.258,355568710742.0,28268161400.0
2015-01-19,3414.013,3355.155,3497.252,3330.981,366017532103.0,32950527500.0
2015-01-20,3336.793,3396.222,3419.204,3325.681,381917903845.0,29784323200.0
2015-01-21,3420.491,3548.885,3557.794,3409.43,425433704264.0,33792821000.0
2015-01-22,3551.052,3567.613,3576.756,3520.053,345026040998.0,26885359900.0
2015-01-23,3582.088,3571.732,3627.806,3548.626,361835546416.0,28017217200.0
2015-01-26,3580.118,3607.985,3611.617,3559.376,309585710088.0,23976620300.0
2015-01-27,3614.038,3574.931,3616.258,3510.017,357548249621.0,28766917900.0
2015-01-28,3547.239,3525.323,3583.312,3512.393,278749164896.0,21622021400.0
2015-01-29,3474.915,3481.798,3505.582,3453.901,251897926442.0,21161886000.0
2015-01-30,3496.885,3434.39,3514.217,3431.936,237420793858.0,19647915700.0
2015-02-02,3360.193,3353.96,3407.256,3347.085,224837769887.0,19518369900.0
2015-02-03,3388.602,3437.445,3441.709,3360.717,241100023193.0,19284609600.0
2015-02-04,3446.144,3401.768,3476.817,3399.565,244034297155.0,19130434900.0
2015-02-05,3487.951,3366.946,3487.951,3366.862,311523669172.0,25043060900.0
2015-02-06,3352.33,3312.42,3374.051,3285.935,221433183351.0,19266418600.0
2015-02-09,3305.734,3345.921,3376.526,3298.597,220766525021.0,17235382000.0
2015-02-10,3345.077,3406.943,3407.18,3339.548,199120680699.0,15930908800.0
2015-02-11,3415.977,3434.124,3445.655,3412.136,185979219656.0,14461377200.0
2015-02-12,3435.361,3442.874,3453.582,3405.627,191285873488.0,15608169100.0
2015-02-13,3458.827,3469.828,3509.505,3452.079,247076153339.0,20108997100.0
2015-02-16,3473.289,3499.483,3504.475,3466.607,222799721247.0,16564134300.0
2015-02-17,3511.544,3522.322,3536.82,3511.093,214457267905.0,16532831300.0
2015-02-25,3529.55,3478.729,3529.55,3463.955,211739059322.0,16553935100.0
2015-02-26,3473.713,3566.295,3569.33,3456.871,279809075234.0,22932843800.0
2015-02-27,3565.233,3572.843,3594.813,3560.455,271861944608.0,22278643800.0
2015-03-02,3603.452,3601.265,3608.691,3566.527,325164897145.0,24817612500.0
2015-03-03,3579.315,3507.9,3579.315,3504.201,335700118167.0,26186648900.0
2015-03-04,3514.667,3530.822,3540.912,3497.172,257468790961.0,19966398100.0
2015-03-05,3513.249,3496.344,3517.083,3467.676,279030592350.0,21750880500.0
2015-03-06,3501.184,3478.52,3516.243,3472.392,233468244766.0,18151805400.0
2015-03-09,3449.696,3537.75,3546.705,3417.486,277860471571.0,23394041100.0
2015-03-10,3523.64,3520.611,3551.205,3511.985,245366625918.0,19426765700.0
2015-03-11,3524.575,3524.653,3568.916,3512.218,235772755479.0,18894782500.0
2015-03-12,3557.686,3592.844,3603.341,3536.534,322141249344.0,26566462500.0
2015-03-13,3604.671,3617.657,3641.392,3594.742,297298516465.0,24686476800.0
2015-03-16,3641.773,3705.671,3705.739,3621.119,358497570207.0,27543830700.0
2015-03-17,3733.961,3757.122,3762.575,3716.809,455003825887.0,37162566600.0
2015-03-18,3769.086,3846.055,3846.055,3763.848,484465529242.0,41519001100.0
2015-03-19,3851.249,3839.739,3859.126,3809.706,463212821639.0,39154763000.0
