index,open,high,low,volume,close,total_turnover
2011-01-05 15:00:00,3172.824,3176.324,3171.854,607757000.0,3175.662,9593160300.0
2011-01-06 09:45:00,3177.835,3198.052,3177.11,597905700.0,3191.344,9857106900.0
2011-01-06 10:00:00,3190.027,3190.937,3170.475,561172600.0,3173.972,8888728200.0
2011-01-06 10:15:00,3174.055,3174.137,3161.319,514915700.0,3167.815,8034141400.0
2011-01-06 10:30:00,3168.842,3171.022,3168.549,385862700.0,3169.538,5625820500.0
2011-01-06 10:45:00,3169.646,3169.946,3153.558,460694700.0,3156.608,7326820100.0
2011-01-06 11:00:00,3156.952,3159.994,3152.733,370013300.0,3157.525,5901210300.0
2011-01-06 11:15:00,3157.385,3167.036,3157.385,261875600.0,3166.335,4198695000.0
2011-01-06 11:30:00,3166.372,3174.607,3164.662,322514200.0,3173.952,4808161000.0
2011-01-06 13:15:00,3174.576,3174.951,3165.858,210234600.0,3165.913,3114746700.0
2011-01-06 13:30:00,3165.843,3169.197,3164.788,242166700.0,3169.197,3546305700.0
2011-01-06 13:45:00,3169.119,3169.552,3158.953,316682100.0,3164.221,4605952300.0
2011-01-06 14:00:00,3164.556,3165.396,3152.572,309340000.0,3152.953,4474708300.0
2011-01-06 14:15:00,3153.557,3163.449,3153.557,306959600.0,3161.914,4274082400.0
2011-01-06 14:30:00,3161.955,3161.985,3157.102,258637600.0,3158.211,3842374500.0
2011-01-06 14:45:00,3158.727,3167.819,3158.727,347527100.0,3162.14,5399728900.0
2011-01-06 15:00:00,3162.246,3163.492,3159.18,501607000.0,3159.643,7669864800.0
2011-01-07 09:45:00,3156.362,3156.426,3143.855,397079800.0,3149.888,6629785200.0
2011-01-07 10:00:00,3150.035,3150.81,3142.486,424629200.0,3146.628,6759205000.0
2011-01-07 10:15:00,3146.78,3162.324,3141.125,525813200.0,3160.963,7807402100.0
2011-01-07 10:30:00,3161.009,3164.349,3158.309,377575500.0,3161.741,5374806800.0
2011-01-07 10:45:00,3161.26,3169.837,3161.26,412358300.0,3164.401,5634654500.0
2011-01-07 11:00:00,3164.04,3166.306,3161.465,353316400.0,3165.903,4831688300.0
2011-01-07 11:15:00,3166.603,3185.234,3166.178,564235800.0,3185.14,7174180200.0
2011-01-07 11:30:00,3185.839,3206.057,3185.839,951048400.0,3204.12,10478860500.0
2011-01-07 13:15:00,3204.809,3208.186,3199.711,622363400.0,3200.868,7478901500.0
2011-01-07 13:30:00,3200.106,3200.723,3194.658,433629200.0,3198.104,5688051800.0
2011-01-07 13:45:00,3197.708,3209.9,3192.455,803283600.0,3192.455,9715625600.0
2011-01-07 14:00:00,3190.975,3190.975,3175.889,577154100.0,3178.079,8052035100.0
2011-01-07 14:15:00,3178.165,3178.165,3170.49,409188100.0,3172.719,6109177300.0
2011-01-07 14:30:00,3172.26,3172.26,3146.993,605730300.0,3156.922,8812678700.0
2011-01-07 14:45:00,3156.976,3163.524,3155.855,399916500.0,3158.307,5523853300.0
2011-01-07 15:00:00,3158.09,3167.176,3158.09,552001500.0,3166.624,7580344200.0
2011-01-10 09:45:00,3162.085,3164.938,3151.983,647765900.0,3156.343,8143008400.0
2011-01-10 10:00:00,3156.646,3167.938,3156.646,499939300.0,3164.278,6768455200.0
2011-01-10 10:15:00,3164.257,3182.782,3164.257,540785900.0,3175.296,6983440600.0
2011-01-10 10:30:00,3175.34,3175.584,3165.526,391838700.0,3165.526,5509041800.0
2011-01-10 10:45:00,3165.707,3165.809,3157.241,395537100.0,3158.481,5326170600.0
2011-01-10 11:00:00,3158.624,3164.955,3154.589,278854800.0,3163.171,4122960400.0
2011-01-10 11:15:00,3163.335,3168.519,3157.753,308748900.0,3161.685,4213669600.0
2011-01-10 11:30:00,3161.041,3166.557,3155.877,306822600.0,3156.328,4263330900.0
2011-01-10 13:15:00,3155.818,3155.818,3145.926,232397300.0,3145.926,3160145200.0
2011-01-10 13:30:00,3145.195,3145.195,3138.326,366893500.0,3143.575,5024185200.0
2011-01-10 13:45:00,3143.833,3149.247,3137.955,312088800.0,3149.184,4177514400.0
2011-01-10 14:00:00,3148.985,3148.985,3133.233,309029400.0,3135.803,4380688900.0
2011-01-10 14:15:00,3135.372,3144.504,3134.376,334051900.0,3136.508,4308814300.0
2011-01-10 14:30:00,3136.354,3136.426,3118.334,482298100.0,3119.912,6401806900.0
2011-01-10 14:45:00,3119.235,3121.642,3102.428,606488700.0,3105.966,7954492300.0
2011-01-10 15:00:00,3106.182,3111.15,3106.182,535899700.0,3108.187,7255157000.0
2011-01-11 09:45:00,3096.249,3105.526,3090.572,441405800.0,3093.64,5999603400.0
2011-01-11 10:00:00,3093.883,3111.347,3093.282,443589500.0,3110.487,6042079900.0
2011-01-11 10:15:00,3110.74,3111.8,3097.684,378584000.0,3101.662,5308417900.0
2011-01-11 10:30:00,3101.507,3110.643,3099.112,329304400.0,3108.997,4464298600.0
2011-01-11 10:45:00,3108.872,3108.872,3093.093,302038000.0,3093.237,4471853100.0
2011-01-11 11:00:00,3093.953,3095.786,3084.513,361601000.0,3090.566,4988668300.0
2011-01-11 11:15:00,3090.235,3099.044,3087.883,299450300.0,3099.044,4034026600.0
2011-01-11 11:30:00,3099.674,3101.922,3096.931,236501900.0,3101.922,3389990700.0
2011-01-11 13:15:00,3102.697,3110.015,3101.488,243868400.0,3110.015,3082504600.0
2011-01-11 13:30:00,3110.176,3127.589,3110.176,461207400.0,3127.574,5691557400.0
2011-01-11 13:45:00,3127.407,3131.292,3122.16,526104200.0,3128.237,6084723300.0
2011-01-11 14:00:00,3128.164,3129.12,3116.202,302560700.0,3116.665,3743663200.0
2011-01-11 14:15:00,3116.464,3116.754,3103.599,291350300.0,3103.796,3814235300.0
2011-01-11 14:30:00,3103.772,3113.855,3103.772,262525200.0,3113.449,3316473400.0
2011-01-11 14:45:00,3113.367,3113.7,3103.414,282199600.0,3107.968,3849020200.0
2011-01-11 15:00:00,3108.082,3126.342,3108.082,536301000.0,3124.922,6551333500.0
2011-01-12 09:45:00,3135.18,3142.645,3131.495,503665400.0,3137.922,6705409200.0
2011-01-12 10:00:00,3137.807,3148.785,3137.388,599575500.0,3142.428,7175859100.0
2011-01-12 10:15:00,3141.036,3141.932,3133.817,418642900.0,3139.926,5080379600.0
2011-01-12 10:30:00,3139.939,3153.229,3139.939,500390100.0,3152.872,5489618700.0
2011-01-12 10:45:00,3152.951,3153.43,3138.765,419448100.0,3141.12,5003274800.0
2011-01-12 11:00:00,3141.01,3142.948,3137.868,264978400.0,3138.589,3289721400.0
2011-01-12 11:15:00,3138.653,3140.932,3129.796,278105300.0,3129.796,3232141200.0
2011-01-12 11:30:00,3129.46,3129.46,3124.003,282186700.0,3125.985,3323108200.0
2011-01-12 13:15:00,3126.2,3129.887,3126.2,159804800.0,3128.925,2073340900.0
2011-01-12 13:30:00,3129.197,3129.197,3115.683,278495300.0,3117.366,3364203000.0
2011-01-12 13:45:00,3116.915,3116.915,3101.031,348230600.0,3101.067,4113244300.0
2011-01-12 14:00:00,3100.728,3108.092,3099.413,298723400.0,3107.184,3697245000.0
2011-01-12 14:15:00,3107.435,3119.758,3107.382,267929500.0,3114.86,3280262400.0
2011-01-12 14:30:00,3115.109,3126.642,3113.064,297002300.0,3119.783,3662052400.0
2011-01-12 14:45:00,3119.679,3131.379,3113.801,345244100.0,3131.264,4595132500.0
2011-01-12 15:00:00,3131.795,3142.427,3130.959,587429400.0,3142.337,7466428700.0
2011-01-13 09:45:00,3153.985,3157.036,3143.161,494545500.0,3145.745,6701184300.0
2011-01-13 10:00:00,3145.656,3153.438,3143.169,384550900.0,3153.438,5148539400.0
2011-01-13 10:15:00,3154.215,3156.468,3137.42,480249300.0,3137.463,6180982800.0
2011-01-13 10:30:00,3136.972,3146.846,3135.237,336219500.0,3146.448,4540917100.0
2011-01-13 10:45:00,3146.578,3150.307,3143.308,304453000.0,3143.308,3903775000.0
2011-01-13 11:00:00,3143.369,3143.442,3133.263,313659500.0,3136.888,3928278700.0
2011-01-13 11:15:00,3136.632,3143.516,3135.789,202050300.0,3140.9,2827680900.0
2011-01-13 11:30:00,3140.711,3141.655,3127.158,301736100.0,3139.924,3969914800.0
2011-01-13 13:15:00,3139.455,3142.128,3135.352,162168900.0,3141.216,2137591800.0
2011-01-13 13:30:00,3141.219,3146.781,3137.467,190572600.0,3146.484,2522380400.0
2011-01-13 13:45:00,3146.779,3150.906,3144.021,271186200.0,3144.873,3449123500.0
2011-01-13 14:00:00,3144.972,3145.124,3140.443,267121800.0,3142.535,3212846300.0
2011-01-13 14:15:00,3142.69,3151.65,3142.69,329789900.0,3146.808,3784819900.0
2011-01-13 14:30:00,3146.599,3153.414,3145.813,355148700.0,3146.076,4221928700.0
2011-01-13 14:45:00,3145.884,3146.686,3137.671,334165000.0,3141.033,4292910800.0
2011-01-13 15:00:00,3141.073,3141.481,3138.254,466081600.0,3141.284,6102909300.0
2011-01-14 09:45:00,3129.667,3129.667,3116.339,351844500.0,3122.267,4707202200.0
2011-01-14 10:00:00,3122.282,3122.404,3108.797,380503500.0,3109.194,4811945100.0
2011-01-14 10:15:00,3108.075,3113.712,3107.403,322293700.0,3112.463,4165987000.0
2011-01-14 10:30:00,3112.4,3112.892,3092.866,469789100.0,3094.771,5856371900.0
2011-01-14 10:45:00,3094.183,3102.185,3094.073,299280100.0,3097.444,4100649300.0
2011-01-14 11:00:00,3097.272,3110.889,3096.041,307164100.0,3104.476,3957768800.0
2011-01-14 11:15:00,3104.86,3114.684,3103.984,228302000.0,3112.869,2916264600.0
2011-01-14 11:30:00,3113.016,3115.093,3108.863,246857300.0,3110.524,3040397600.0
2011-01-14 13:15:00,3108.92,3108.92,3098.525,207330900.0,3098.525,2746096300.0
2011-01-14 13:30:00,3098.635,3099.021,3083.511,392585700.0,3086.758,5463465200.0
2011-01-14 13:45:00,3086.68,3094.296,3085.173,289794300.0,3091.231,3955243800.0
2011-01-14 14:00:00,3091.143,3109.508,3087.112,349546400.0,3104.809,4735692300.0
2011-01-14 14:15:00,3104.285,3105.345,3097.802,256675300.0,3103.863,3445650100.0
2011-01-14 14:30:00,3103.62,3104.841,3092.48,324123600.0,3101.8,4124365200.0
2011-01-14 14:45:00,3102.495,3107.802,3100.717,341210900.0,3100.717,4843577000.0
2011-01-14 15:00:00,3100.633,3100.633,3088.304,567842500.0,3091.862,8141423700.0
2011-01-17 09:45:00,3067.433,3078.88,3064.397,521988600.0,3073.973,7176304800.0
2011-01-17 10:00:00,3074.065,3074.065,3061.933,441409100.0,3069.779,6012057700.0
2011-01-17 10:15:00,3069.714,3070.898,3059.759,416074000.0,3061.175,5682495600.0
2011-01-17 10:30:00,3062.206,3062.206,3044.512,423939000.0,3046.511,6000736000.0
2011-01-17 10:45:00,3046.099,3048.823,3038.08,364401000.0,3044.447,4943330200.0
2011-01-17 11:00:00,3044.531,3052.583,3043.95,256765500.0,3045.917,3566568100.0
2011-01-17 11:15:00,3046.252,3046.252,3024.251,344131900.0,3024.612,4292520900.0
2011-01-17 11:30:00,3024.485,3024.485,3008.515,434967500.0,3011.795,5706592900.0
2011-01-17 13:15:00,3011.295,3011.597,2989.036,475860100.0,2994.084,5616823900.0
2011-01-17 13:30:00,2994.039,2998.467,2985.834,427449200.0,2996.577,5259494600.0
2011-01-17 13:45:00,2996.852,3001.331,2993.736,290830800.0,2999.548,3845012500.0
2011-01-17 14:00:00,2999.182,3012.271,2991.838,407348200.0,3004.186,5292729500.0
2011-01-17 14:15:00,3004.728,3004.728,2982.088,409405300.0,2983.191,4873725000.0
2011-01-17 14:30:00,2983.16,2996.082,2983.16,399112600.0,2995.797,4673458800.0
2011-01-17 14:45:00,2993.298,2993.298,2968.61,498144300.0,2969.448,5905926500.0
2011-01-17 15:00:00,2969.503,2977.861,2969.152,568929100.0,2974.35,6606344000.0
2011-01-18 09:45:00,2965.424,2966.009,2947.6,439980100.0,2963.002,5367194900.0
2011-01-18 10:00:00,2961.453,2964.591,2959.316,379531300.0,2961.02,4862518600.0
2011-01-18 10:15:00,2961.893,2972.124,2961.029,352290100.0,2967.292,4701217900.0
2011-01-18 10:30:00,2966.681,2971.611,2964.847,276083000.0,2966.845,3634039700.0
2011-01-18 10:45:00,2965.743,2966.516,2957.913,300978800.0,2959.605,3728032500.0
2011-01-18 11:00:00,2959.721,2966.058,2956.476,231835900.0,2964.191,2956477200.0
2011-01-18 11:15:00,2964.753,2977.679,2964.753,213440100.0,2977.102,2798222400.0
2011-01-18 11:30:00,2976.821,2984.47,2973.729,217216400.0,2981.467,2787448000.0
2011-01-18 13:15:00,2982.337,2982.337,2973.797,185238000.0,2974.005,2312979400.0
2011-01-18 13:30:00,2973.819,2975.191,2964.115,189107600.0,2964.585,2313087000.0
2011-01-18 13:45:00,2965.134,2965.962,2962.399,183556600.0,2965.962,2223953100.0
2011-01-18 14:00:00,2965.964,2972.661,2965.801,185028200.0,2967.601,2478188500.0
2011-01-18 14:15:00,2967.463,2967.463,2957.018,259391000.0,2963.017,3137407600.0
2011-01-18 14:30:00,2962.683,2969.112,2958.753,238422900.0,2967.922,3006269500.0
2011-01-18 14:45:00,2966.999,2978.888,2966.182,269229900.0,2978.33,3458938800.0
2011-01-18 15:00:00,2978.468,2978.855,2974.115,375126500.0,2977.648,4886441300.0
2011-01-19 09:45:00,2978.457,2979.658,2967.243,295452800.0,2976.725,3762315400.0
2011-01-19 10:00:00,2976.402,2982.879,2976.402,338124500.0,2982.408,4386037600.0
2011-01-19 10:15:00,2982.997,2983.299,2972.396,297636300.0,2977.087,3722381400.0
2011-01-19 10:30:00,2977.182,2980.807,2976.688,298896600.0,2976.688,3517141500.0
2011-01-19 10:45:00,2976.601,2980.77,2973.411,360740600.0,2980.77,4159793800.0
2011-01-19 11:00:00,2980.862,2997.627,2980.862,482318400.0,2995.908,5543347200.0
2011-01-19 11:15:00,2995.386,3010.229,2994.914,522273100.0,3008.768,6243481800.0
2011-01-19 11:30:00,3009.556,3022.005,3009.475,399852200.0,3014.46,5099479700.0
2011-01-19 13:15:00,3015.31,3018.123,3010.207,245872800.0,3010.261,2932192700.0
2011-01-19 13:30:00,3010.322,3019.723,3009.833,285649500.0,3012.445,4153422700.0
2011-01-19 13:45:00,3012.234,3025.407,3012.234,311014900.0,3021.816,4148001200.0
2011-01-19 14:00:00,3022.381,3023.889,3017.682,281199500.0,3018.642,4032046500.0
2011-01-19 14:15:00,3018.837,3022.721,3014.099,258538300.0,3022.182,3667930100.0
2011-01-19 14:30:00,3021.736,3032.341,3020.983,339586500.0,3031.048,4892294400.0
2011-01-19 14:45:00,3030.929,3043.861,3030.841,434698600.0,3037.401,5800515800.0
2011-01-19 15:00:00,3037.599,3045.605,3036.233,505339600.0,3044.851,6711845100.0
2011-01-20 09:45:00,3037.862,3037.862,3025.298,556086100.0,3026.804,7034025400.0
2011-01-20 10:00:00,3026.341,3028.579,3014.45,492188900.0,3022.878,6401098000.0
2011-01-20 10:15:00,3022.809,3034.758,3021.962,422749700.0,3026.413,5448016800.0
2011-01-20 10:30:00,3026.478,3026.478,3014.904,300979900.0,3014.904,3904386300.0
2011-01-20 10:45:00,3014.536,3017.569,3012.441,278917800.0,3016.55,3711209100.0
2011-01-20 11:00:00,3016.367,3016.367,3002.201,362332400.0,3005.824,4585134500.0
2011-01-20 11:15:00,3005.805,3010.103,2998.958,249988100.0,2998.958,3359208300.0
2011-01-20 11:30:00,2998.758,3001.796,2996.942,233254800.0,2997.483,3179962600.0
2011-01-20 13:15:00,2997.492,2998.596,2992.641,199408400.0,2992.838,2570349400.0
2011-01-20 13:30:00,2992.277,2992.277,2975.851,400805500.0,2980.033,4972231500.0
2011-01-20 13:45:00,2979.22,2982.718,2973.881,301807000.0,2980.82,3806047900.0
2011-01-20 14:00:00,2980.649,2980.649,2958.64,457926900.0,2963.554,5387764800.0
2011-01-20 14:15:00,2963.704,2966.595,2950.851,414006400.0,2951.473,4992518200.0
2011-01-20 14:30:00,2950.647,2961.914,2949.253,426922800.0,2961.914,4897337900.0
2011-01-20 14:45:00,2962.798,2965.278,2948.161,405722300.0,2948.816,4880719500.0
2011-01-20 15:00:00,2949.158,2952.569,2944.498,601567300.0,2944.713,7310106500.0
2011-01-21 09:45:00,2935.233,2957.174,2935.138,393499800.0,2946.888,5070738600.0
2011-01-21 10:00:00,2946.319,2968.164,2945.897,451730600.0,2963.019,5137928200.0
2011-01-21 10:15:00,2961.586,2971.042,2958.49,487208100.0,2958.49,4976008600.0
2011-01-21 10:30:00,2958.353,2958.353,2940.867,385284200.0,2944.024,4823682200.0
2011-01-21 10:45:00,2944.095,2977.967,2937.488,622922200.0,2976.455,7396240200.0
2011-01-21 11:00:00,2975.871,3000.22,2975.871,852037300.0,2989.999,9505495800.0
2011-01-21 11:15:00,2989.075,3030.265,2989.075,1039517900.0,3019.307,10952767400.0
2011-01-21 11:30:00,3019.476,3019.476,3005.555,432394700.0,3006.414,5134155200.0
2011-01-21 13:15:00,3006.279,3006.279,2996.7,277356900.0,2996.7,3259687500.0
2011-01-21 13:30:00,2996.946,3002.574,2993.857,290812000.0,2997.668,3552592700.0
2011-01-21 13:45:00,2997.7,2997.7,2975.026,344042600.0,2979.735,4154421300.0
2011-01-21 14:00:00,2979.756,2984.033,2970.807,378320600.0,2977.156,4231436400.0
2011-01-21 14:15:00,2976.949,2977.692,2969.259,266605900.0,2977.692,3302490900.0
2011-01-21 14:30:00,2977.948,2986.092,2976.821,261120200.0,2986.042,3349259600.0
2011-01-21 14:45:00,2986.498,2995.807,2983.836,367249200.0,2986.255,4487848500.0
2011-01-21 15:00:00,2986.187,2986.534,2980.149,460194400.0,2983.456,5823037600.0
2011-01-24 09:45:00,2986.092,2999.201,2983.218,640835700.0,2983.353,6806539200.0
2011-01-24 10:00:00,2982.762,2982.762,2965.796,568653800.0,2978.765,6383178200.0
2011-01-24 10:15:00,2978.708,2989.277,2977.845,566201700.0,2980.783,5864633200.0
2011-01-24 10:30:00,2980.905,2998.889,2980.905,733376200.0,2991.397,7140689800.0
2011-01-24 10:45:00,2991.622,2992.452,2980.425,415384800.0,2980.425,4921329100.0
2011-01-24 11:00:00,2980.092,2980.092,2968.197,327886900.0,2968.197,4259638700.0
2011-01-24 11:15:00,2966.628,2966.628,2955.1,410054600.0,2965.29,5113684800.0
2011-01-24 11:30:00,2965.474,2972.645,2956.809,314293600.0,2957.709,3584667400.0
2011-01-24 13:15:00,2957.628,2957.64,2943.92,285699800.0,2947.284,3626774900.0
2011-01-24 13:30:00,2947.225,2973.755,2947.225,350542300.0,2968.503,4424594400.0
2011-01-24 13:45:00,2968.213,2968.771,2963.387,245457200.0,2963.387,3124912600.0
2011-01-24 14:00:00,2963.973,2966.359,2955.568,247783400.0,2966.207,2987135600.0
2011-01-24 14:15:00,2966.201,2985.922,2965.961,402765900.0,2977.168,4511409700.0
2011-01-24 14:30:00,2977.074,2977.074,2964.223,240100000.0,2965.176,2946245300.0
2011-01-24 14:45:00,2965.145,2966.961,2954.09,340226000.0,2960.914,4326812700.0
2011-01-24 15:00:00,2960.692,2962.272,2952.875,457992600.0,2954.232,5782990500.0
2011-01-25 09:45:00,2949.647,2950.367,2934.261,548735900.0,2941.435,5982844500.0
2011-01-25 10:00:00,2941.623,2959.893,2941.477,498542700.0,2959.653,5497521900.0
2011-01-25 10:15:00,2959.669,2960.587,2937.855,448783100.0,2937.855,4916523700.0
2011-01-25 10:30:00,2936.924,2940.805,2928.761,412660400.0,2937.487,4882538800.0
2011-01-25 10:45:00,2942.203,2951.942,2940.341,312106900.0,2947.064,3734965500.0
2011-01-25 11:00:00,2946.46,2953.504,2946.46,219013600.0,2953.05,2726497900.0
2011-01-25 11:15:00,2952.86,2953.263,2938.298,281656800.0,2946.58,3233755200.0
2011-01-25 11:30:00,2946.485,2947.09,2939.406,178200700.0,2940.968,1964003000.0
2011-01-25 13:15:00,2940.844,2940.844,2934.226,171202500.0,2934.226,1897544500.0
2011-01-25 13:30:00,2934.698,2935.577,2929.282,217898500.0,2933.079,2715788900.0
2011-01-25 13:45:00,2932.936,2939.333,2931.856,174691000.0,2931.856,2304275900.0
2011-01-25 14:00:00,2931.692,2934.429,2926.627,250038900.0,2934.353,3044381000.0
2011-01-25 14:15:00,2934.411,2950.068,2934.318,267017100.0,2939.095,3286064500.0
2011-01-25 14:30:00,2938.849,2939.275,2930.871,186476300.0,2932.511,2364229600.0
2011-01-25 14:45:00,2932.203,2932.893,2919.162,332071900.0,2928.529,4087451700.0
2011-01-25 15:00:00,2928.3,2939.856,2927.681,399172600.0,2938.654,4934432900.0
2011-01-26 09:45:00,2939.773,2956.491,2939.356,356047900.0,2947.899,4198352100.0
2011-01-26 10:00:00,2947.424,2959.199,2947.424,282535400.0,2958.09,3563814300.0
2011-01-26 10:15:00,2958.626,2971.763,2958.388,338297900.0,2969.398,4441326600.0
2011-01-26 10:30:00,2969.389,2969.389,2959.929,291124000.0,2960.101,3336829700.0
2011-01-26 10:45:00,2960.269,2960.269,2951.874,234785100.0,2952.795,2863442000.0
2011-01-26 11:00:00,2953.766,2955.458,2946.885,215908500.0,2947.603,2533958200.0
2011-01-26 11:15:00,2946.885,2954.165,2946.885,181808600.0,2954.165,2127753600.0
2011-01-26 11:30:00,2954.311,2962.318,2954.311,220042700.0,2960.847,2529696500.0
2011-01-26 13:15:00,2962.477,2963.936,2957.607,143566400.0,2957.825,1786894100.0
2011-01-26 13:30:00,2957.696,2970.128,2957.353,206999400.0,2970.128,2414686900.0
2011-01-26 13:45:00,2970.181,2970.181,2962.783,215353600.0,2964.238,2632430800.0
2011-01-26 14:00:00,2964.205,2982.322,2964.084,390133200.0,2981.566,4220661400.0
2011-01-26 14:15:00,2981.924,2982.031,2971.891,261544400.0,2971.891,3177892100.0
2011-01-26 14:30:00,2972.326,2974.259,2967.406,243141400.0,2968.268,3027948100.0
2011-01-26 14:45:00,2968.269,2973.67,2966.515,264134400.0,2973.418,3244205000.0
2011-01-26 15:00:00,2973.196,2978.807,2973.14,492075000.0,2978.431,5646146600.0
2011-01-27 09:45:00,2953.589,2953.589,2935.271,698277300.0,2945.53,7693003000.0
2011-01-27 10:00:00,2945.805,2955.539,2943.828,487223100.0,2952.362,5744280700.0
2011-01-27 10:15:00,2952.927,2965.874,2950.843,510581600.0,2965.874,5990540000.0
2011-01-27 10:30:00,2965.946,2975.262,2964.009,480356000.0,2975.262,5865255600.0
2011-01-27 10:45:00,2975.415,2990.576,2975.415,605751000.0,2990.434,7102022700.0
2011-01-27 11:00:00,2990.401,3009.154,2990.401,607716100.0,3009.089,7174696900.0
2011-01-27 11:15:00,3010.027,3025.73,3010.027,696508200.0,3018.789,8349148700.0
2011-01-27 11:30:00,3019.371,3021.535,3013.213,536901600.0,3017.092,6051682300.0
2011-01-27 13:15:00,3018.534,3025.68,3018.534,421836100.0,3025.015,4699360500.0
2011-01-27 13:30:00,3025.342,3036.209,3021.303,529295600.0,3035.926,6050784800.0
2011-01-27 13:45:00,3036.262,3037.159,3016.377,544392800.0,3018.002,6505304400.0
2011-01-27 14:00:00,3017.892,3023.086,3017.892,377851400.0,3022.528,4279688900.0
2011-01-27 14:15:00,3021.797,3032.653,3015.847,426499900.0,3032.369,4964080800.0
2011-01-27 14:30:00,3032.134,3032.134,3025.382,370668500.0,3030.065,4642455900.0
2011-01-27 14:45:00,3030.251,3030.363,3019.992,422319200.0,3025.521,5167307200.0
2011-01-27 15:00:00,3025.397,3026.466,3023.924,542413500.0,3026.466,6696417500.0
2011-01-28 09:45:00,3020.122,3035.866,3018.096,808431500.0,3030.563,9316980600.0
2011-01-28 10:00:00,3030.159,3038.287,3028.241,607140700.0,3028.241,7145279400.0
2011-01-28 10:15:00,3028.099,3032.091,3026.16,468871400.0,3027.167,5600490100.0
2011-01-28 10:30:00,3026.804,3026.804,3015.208,446434900.0,3022.042,5438761500.0
2011-01-28 10:45:00,3021.821,3027.906,3021.31,318020400.0,3021.717,4043635300.0
2011-01-28 11:00:00,3021.548,3021.83,3011.375,355066500.0,3016.056,4348143100.0
2011-01-28 11:15:00,3015.717,3021.46,3015.455,284455900.0,3018.395,3554249800.0
2011-01-28 11:30:00,3018.012,3024.434,3016.763,282694700.0,3024.43,3701886600.0
2011-01-28 13:15:00,3024.437,3026.701,3023.472,238196200.0,3026.374,2789958800.0
2011-01-28 13:30:00,3026.38,3034.391,3026.38,352925400.0,3033.049,4250939000.0
2011-01-28 13:45:00,3032.98,3035.813,3028.108,306538200.0,3028.108,3756405700.0
2011-01-28 14:00:00,3027.923,3028.509,3020.884,299064800.0,3021.661,3801303400.0
2011-01-28 14:15:00,3021.697,3033.535,3021.621,298078300.0,3031.105,3908804600.0
2011-01-28 14:30:00,3031.06,3039.284,3031.06,306109700.0,3039.083,4488784200.0
2011-01-28 14:45:00,3039.42,3047.266,3039.42,423480600.0,3039.956,5681950300.0
